Group Index,Label
314,Normal
315,Normal
316,Normal
317,Normal
318,Normal
319,Normal
320,Normal
321,Normal
322,Normal
323,Normal
324,Normal
325,Normal
326,Normal
327,Normal
328,Normal
329,Normal
330,Normal
331,Normal
332,Normal
333,Normal
334,Normal
335,Normal
336,Normal
337,Normal
338,Normal
339,Normal
340,Normal
341,Normal
342,Normal
343,Normal
344,Normal
345,Normal
346,Normal
347,Normal
348,Normal
349,Normal
350,Normal
351,Normal
352,Normal
353,Normal
354,Normal
355,Normal
356,Normal
357,Normal
358,Normal
359,Normal
360,Normal
361,Normal
362,Normal
363,Normal
364,Normal
365,Normal
366,Normal
367,Normal
368,Normal
369,Normal
370,Normal
371,Normal
372,Normal
373,Normal
374,Normal
375,Normal
376,Normal
377,Normal
378,Normal
379,Normal
380,Normal
381,Normal
382,Normal
383,Normal
384,Normal
385,Normal
386,Normal
387,Normal
388,Normal
389,Normal
390,Normal
391,Normal
392,Normal
393,Normal
394,Normal
395,Normal
396,Normal
397,Normal
398,Normal
399,Normal
400,Normal
401,Normal
402,Normal
403,Normal
404,Normal
405,Normal
406,Normal
407,Normal
408,Normal
409,Normal
410,Normal
411,Normal
412,Normal
413,Normal
414,Normal
415,Normal
416,Normal
417,Normal
418,Normal
419,Normal
420,Normal
421,Normal
422,Normal
423,Normal
424,Normal
425,Normal
426,Normal
427,Normal
428,Normal
429,Normal
430,Normal
431,Normal
432,Normal
433,Normal
434,Normal
435,Normal
436,Normal
437,Normal
438,Normal
439,Normal
440,Normal
441,Normal
442,Normal
443,Normal
444,Normal
445,Normal
446,Normal
447,Normal
448,Normal
449,Normal
450,Normal
451,Normal
452,Normal
453,Normal
454,Normal
455,Normal
456,Normal
457,Normal
458,Normal
459,Normal
460,Normal
461,Normal
462,Normal
463,Normal
464,Normal
465,Normal
466,Normal
467,Normal
468,Normal
469,Normal
470,Normal
471,Normal
472,Normal
473,Normal
474,Normal
475,Normal
476,Normal
477,Normal
478,Normal
479,Normal
480,Normal
481,Normal
482,Normal
483,Normal
484,Normal
485,Normal
486,Normal
487,Normal
488,Normal
489,Normal
490,Normal
491,Normal
492,Normal
493,Normal
494,Normal
495,Normal
496,Normal
497,Normal
498,Normal
499,Normal
500,Normal
501,Normal
502,Normal
503,Normal
504,Normal
505,Normal
506,Normal
507,Normal
508,Normal
509,Normal
510,Normal
511,Normal
512,Normal
513,Normal
514,Normal
515,Normal
516,Normal
517,Normal
518,Normal
519,Normal
520,Normal
521,Normal
522,Normal
523,Normal
524,Normal
525,Normal
526,Normal
527,Normal
528,Normal
529,Normal
530,Normal
531,Normal
532,Normal
533,Normal
534,Normal
535,Normal
536,Normal
537,Normal
538,Normal
539,Normal
540,Normal
541,Normal
542,Normal
543,Normal
544,Normal
545,Normal
546,Normal
547,Normal
548,Normal
549,Normal
550,Normal
551,Normal
552,Normal
553,Normal
554,Normal
555,Normal
556,Normal
557,Normal
558,Normal
559,Normal
560,Normal
561,Normal
562,Normal
563,Normal
564,Normal
565,Normal
566,Normal
567,Normal
568,Normal
569,Normal
570,Normal
571,Normal
572,Normal
573,Normal
574,Normal
575,Normal
576,Normal
577,Normal
578,Normal
579,Normal
580,Normal
581,Normal
582,Normal
583,Normal
584,Normal
585,Normal
586,Normal
587,Normal
588,Normal
589,Normal
590,Normal
591,Normal
592,Normal
593,Normal
594,Normal
595,Normal
596,Normal
597,Normal
598,Normal
599,Normal
600,Normal
601,Normal
602,Normal
603,Normal
604,Normal
605,Normal
606,Normal
607,Normal
608,Normal
609,Normal
610,Normal
611,Normal
612,Normal
613,Normal
614,Normal
615,Normal
616,Normal
617,Normal
618,Normal
619,Normal
620,Normal
621,Normal
622,Normal
623,Normal
624,Normal
625,Normal
626,Normal
627,Normal
628,Normal
629,Normal
630,Normal
631,Normal
632,Normal
633,Normal
634,Normal
635,Normal
636,Normal
637,Normal
638,Normal
639,Normal
640,Normal
641,Normal
642,Normal
643,Normal
644,Normal
645,Normal
646,Normal
647,Normal
648,Normal
649,Normal
650,Normal
651,Normal
652,Normal
653,Normal
654,Normal
655,Normal
656,Normal
657,Normal
658,Normal
659,Normal
660,Normal
661,Normal
662,Normal
663,Normal
664,Normal
665,Normal
666,Normal
667,Normal
668,Normal
669,Normal
670,Normal
671,Normal
672,Normal
673,Normal
674,Normal
675,Normal
676,Normal
677,Normal
678,Normal
679,Normal
680,Normal
681,Normal
682,Normal
683,Normal
684,Normal
685,Normal
686,Normal
687,Normal
688,Normal
689,Normal
690,Normal
691,Normal
692,Normal
693,Normal
694,Normal
695,Normal
696,Normal
697,Normal
698,Normal
699,Normal
700,Normal
701,Normal
702,Normal
703,Normal
704,Normal
705,Normal
706,Normal
707,Normal
708,Normal
709,Normal
710,Normal
711,Normal
712,Normal
713,Normal
714,Normal
715,Normal
716,Normal
717,Normal
718,Normal
719,Normal
720,Normal
721,Normal
722,Normal
723,Normal
724,Normal
725,Normal
726,Normal
727,Normal
728,Normal
729,Normal
730,Normal
731,Normal
732,Normal
733,Normal
734,Normal
735,Normal
736,Normal
737,Normal
738,Normal
739,Normal
740,Normal
741,Normal
742,Normal
743,Normal
744,Normal
745,Normal
746,Normal
747,Normal
748,Normal
749,Normal
750,Normal
751,Normal
752,Normal
753,Normal
754,Normal
755,Normal
756,Normal
757,Normal
758,Normal
759,Normal
760,Normal
761,Normal
762,Normal
763,Normal
764,Normal
765,Normal
766,Normal
767,Normal
768,Normal
769,Normal
770,Normal
771,Normal
772,Normal
773,Normal
774,Normal
775,Normal
776,Normal
777,Normal
778,Normal
779,Normal
780,Normal
781,Normal
782,Normal
783,Normal
784,Normal
785,Normal
786,Normal
787,Normal
788,Normal
789,Normal
790,Normal
791,Normal
792,Normal
793,Normal
794,Normal
795,Normal
796,Normal
797,Normal
798,Normal
799,Normal
800,Normal
801,Normal
802,Normal
803,Normal
804,Normal
805,Normal
806,Normal
807,Normal
808,Normal
809,Normal
810,Normal
811,Normal
812,Normal
813,Normal
814,Normal
815,Normal
816,Normal
817,Normal
818,Normal
819,Normal
820,Normal
821,Normal
822,Normal
823,Normal
824,Normal
825,Normal
826,Normal
827,Normal
828,Normal
829,Normal
830,Normal
831,Normal
832,Normal
833,Normal
834,Normal
835,Normal
836,Normal
837,Normal
838,Normal
839,Normal
840,Normal
841,Normal
842,Normal
843,Normal
844,Normal
845,Normal
846,Normal
847,Normal
848,Normal
849,Normal
850,Normal
851,Normal
852,Normal
853,Normal
854,Normal
855,Normal
856,Normal
857,Normal
858,Normal
859,Normal
860,Normal
861,Normal
862,Normal
863,Normal
864,Normal
865,Normal
866,Normal
867,Normal
868,Normal
869,Normal
870,Normal
871,Normal
872,Normal
873,Normal
874,Normal
875,Normal
876,Normal
877,Normal
878,Normal
879,Normal
880,Normal
881,Normal
882,Normal
883,Normal
884,Normal
885,Normal
886,Normal
887,Normal
888,Normal
889,Normal
890,Normal
891,Normal
892,Normal
893,Normal
894,Normal
895,Normal
896,Normal
897,Normal
898,Normal
899,Normal
900,Normal
901,Normal
902,Normal
903,Normal
904,Normal
905,Normal
906,Normal
907,Normal
908,Normal
909,Normal
910,Normal
911,Normal
912,Normal
913,Normal
914,Normal
915,Normal
916,Normal
917,Normal
918,Normal
919,Normal
920,Normal
921,Normal
922,Normal
923,Normal
924,Normal
925,Normal
926,Normal
927,Normal
928,Normal
929,Normal
930,Normal
931,Normal
932,Normal
933,Normal
934,Normal
935,Normal
936,Normal
937,Normal
938,Normal
939,Normal
940,Normal
941,Normal
942,Normal
943,Normal
944,Normal
945,Normal
946,Normal
947,Normal
948,Normal
949,Normal
950,Normal
951,Normal
952,Normal
953,Normal
954,Normal
955,Normal
956,Normal
957,Normal
958,Normal
959,Normal
960,Normal
961,Normal
962,Normal
963,Normal
964,Normal
965,Normal
966,Normal
967,Normal
968,Normal
969,Normal
970,Normal
971,Normal
972,Normal
973,Normal
974,Normal
975,Normal
976,Normal
977,Normal
978,Normal
979,Normal
980,Normal
981,Normal
982,Normal
983,Normal
984,Normal
985,Normal
986,Normal
987,Normal
988,Normal
989,Normal
990,Normal
991,Normal
992,Normal
993,Normal
994,Normal
995,Normal
996,Normal
997,Normal
998,Normal
999,Normal
1000,Normal
1001,Normal
1002,Normal
1003,Normal
1004,Normal
1005,Normal
1006,Normal
1007,Normal
1008,Normal
1009,Normal
1010,Normal
1011,Normal
1012,Normal
1013,Normal
1014,Normal
1015,Normal
1016,Normal
1017,Normal
1018,Normal
1019,Normal
1020,Normal
1021,Normal
1022,Normal
1023,Normal
1024,Normal
1025,Normal
1026,Normal
1027,Normal
1028,Normal
1029,Normal
1030,Normal
1031,Normal
1032,Normal
1033,Normal
1034,Normal
1035,Normal
1036,Normal
1037,Normal
1038,Normal
1039,Normal
1040,Normal
1041,Normal
1042,Normal
1043,Normal
1044,Normal
1045,Normal
1046,Normal
1047,Normal
1048,Normal
1049,Normal
1050,Normal
1051,Normal
1052,Normal
1053,Normal
1054,Normal
1055,Normal
1056,Normal
1057,Normal
1058,Normal
1059,Normal
1060,Normal
1061,Normal
1062,Normal
1063,Normal
1064,Normal
1065,Normal
1066,Normal
1067,Normal
1068,Normal
1069,Normal
1070,Normal
1071,Normal
1072,Normal
1073,Normal
1074,Normal
1075,Normal
1076,Normal
1077,Normal
1078,Normal
1079,Normal
1080,Normal
1081,Normal
1082,Normal
1083,Normal
1084,Normal
1085,Normal
1086,Normal
1087,Normal
1088,Normal
1089,Normal
1090,Normal
1091,Normal
1092,Normal
1093,Normal
1094,Normal
1095,Normal
1096,Normal
1097,Normal
1098,Normal
1099,Normal
1100,Normal
1101,Normal
1102,Normal
1103,Normal
1104,Normal
1105,Normal
1106,Normal
1107,Normal
1108,Normal
1109,Normal
1110,Normal
1111,Normal
1112,Normal
1113,Normal
1114,Normal
1115,Normal
1116,Normal
1117,Normal
1118,Normal
1119,Normal
1120,Normal
1121,Normal
1122,Normal
1123,Normal
1124,Normal
1125,Normal
1126,Normal
1127,Normal
1128,Normal
1129,Normal
1130,Normal
1131,Normal
1132,Normal
1133,Normal
1134,Normal
1135,Normal
1136,Normal
1137,Normal
1138,Normal
1139,Normal
1140,Normal
1141,Normal
1142,Normal
1143,Normal
1144,Normal
1145,Normal
1146,Normal
1147,Normal
1148,Normal
1149,Normal
1150,Normal
1151,Normal
1152,Normal
1153,Normal
1154,Normal
1155,Normal
1156,Normal
1157,Normal
1158,Normal
1159,Normal
1160,Normal
1161,Normal
1162,Normal
1163,Normal
1164,Normal
1165,Normal
1166,Normal
1167,Normal
1168,Normal
1169,Normal
1170,Normal
1171,Normal
1172,Normal
1173,Normal
1174,Normal
1175,Normal
1176,Normal
1177,Normal
1178,Normal
1179,Normal
1180,Normal
1181,Normal
1182,Normal
1183,Normal
1184,Normal
1185,Normal
1186,Normal
1187,Normal
1188,Normal
1189,Normal
1190,Normal
1191,Normal
1192,Normal
1193,Normal
1194,Normal
1195,Normal
1196,Normal
1197,Normal
1198,Normal
1199,Normal
1200,Normal
1201,Normal
1202,Normal
1203,Normal
1204,Normal
1205,Normal
1206,Normal
1207,Normal
1208,Normal
1209,Normal
1210,Normal
1211,Normal
1212,Normal
1213,Normal
1214,Normal
1215,Normal
1216,Normal
1217,Normal
1218,Normal
1219,Normal
1220,Normal
1221,Normal
1222,Normal
1223,Normal
1224,Normal
1225,Normal
1226,Normal
1227,Normal
1228,Normal
1229,Normal
1230,Normal
1231,Normal
1232,Normal
1233,Normal
1234,Normal
1235,Normal
1236,Normal
1237,Normal
1238,Normal
1239,Normal
1240,Normal
1241,Normal
1242,Normal
1243,Normal
1244,Normal
1245,Normal
1246,Normal
1247,Normal
1248,Normal
1249,Normal
1250,Normal
1251,Normal
1252,Normal
1253,Normal
1254,Normal
1255,Normal
1256,Normal
1257,Normal
1258,Normal
1259,Normal
1260,Normal
1261,Normal
1262,Normal
1263,Normal
1264,Normal
1265,Normal
1266,Normal
1267,Normal
1268,Normal
1269,Normal
1270,Normal
1271,Normal
1272,Normal
1273,Normal
1274,Normal
1275,Normal
1276,Normal
1277,Normal
1278,Normal
1279,Normal
1280,Normal
1281,Normal
1282,Normal
1283,Normal
1284,Normal
1285,Normal
1286,Normal
1287,Normal
1288,Normal
1289,Normal
1290,Normal
1291,Normal
1292,Normal
1293,Normal
1294,Normal
1295,Normal
1296,Normal
1297,Normal
1298,Normal
1299,Normal
1300,Normal
1301,Normal
1302,Normal
1303,Normal
1304,Normal
1305,Normal
1306,Normal
1307,Normal
1308,Normal
1309,Normal
1310,Normal
1311,Normal
1312,Normal
1313,Normal
1314,Normal
1315,Normal
1316,Normal
1317,Normal
1318,Normal
1319,Normal
1320,Normal
1321,Normal
1322,Normal
1323,Normal
1324,Normal
1325,Normal
1326,Normal
1327,Normal
1328,Normal
1329,Normal
1330,Normal
1331,Normal
1332,Normal
1333,Normal
1334,Normal
1335,Normal
1336,Normal
1337,Normal
1338,Normal
1339,Normal
1340,Normal
1341,Normal
1342,Normal
1343,Normal
1344,Normal
1345,Normal
1346,Normal
1347,Normal
1348,Normal
1349,Normal
1350,Normal
1351,Normal
1352,Normal
1353,Normal
1354,Normal
1355,Normal
1356,Normal
1357,Normal
1358,Normal
1359,Normal
1360,Normal
1361,Normal
1362,Normal
1363,Normal
1364,Normal
1365,Normal
1366,Normal
1367,Normal
1368,Normal
1369,Normal
1370,Normal
1371,Normal
1372,Normal
1373,Normal
1374,Normal
1375,Normal
1376,Normal
1377,Normal
1378,Normal
1379,Normal
1380,Normal
1381,Normal
1382,Normal
1383,Normal
1384,Normal
1385,Normal
1386,Normal
1387,Normal
1388,Normal
1389,Normal
1390,Normal
1391,Normal
1392,Normal
1393,Normal
1394,Normal
1395,Normal
1396,Normal
1397,Normal
1398,Normal
1399,Normal
1400,Normal
1401,Normal
1402,Normal
1403,Normal
1404,Normal
1405,Normal
1406,Normal
1407,Normal
1408,Normal
1409,Normal
1410,Normal
1411,Normal
1412,Normal
1413,Normal
1414,Normal
1415,Normal
1416,Normal
1417,Normal
1418,Normal
1419,Normal
1420,Normal
1421,Normal
1422,Normal
1423,Normal
1424,Normal
1425,Normal
1426,Normal
1427,Normal
1428,Normal
1429,Normal
1430,Normal
1431,Normal
1432,Normal
1433,Normal
1434,Normal
1435,Normal
1436,Normal
1437,Normal
1438,Normal
1439,Normal
1440,Normal
1441,Normal
1442,Normal
1443,Normal
1444,Normal
1445,Normal
1446,Normal
1447,Normal
1448,Normal
1449,Normal
1450,Normal
1451,Normal
1452,Normal
1453,Normal
1454,Normal
1455,Normal
1456,Normal
1457,Normal
1458,Normal
1459,Normal
1460,Normal
1461,Normal
1462,Normal
1463,Normal
1464,Normal
1465,Normal
1466,Normal
1467,Normal
1468,Normal
1469,Normal
1470,Normal
1471,Normal
1472,Normal
1473,Normal
1474,Normal
1475,Normal
1476,Normal
1477,Normal
1478,Normal
1479,Normal
1480,Normal
1481,Normal
1482,Normal
1483,Normal
1484,Normal
1485,Normal
1486,Normal
1487,Normal
1488,Normal
1489,Normal
1490,Normal
1491,Normal
1492,Normal
1493,Normal
1494,Normal
1495,Normal
1496,Normal
1497,Normal
1498,Normal
1499,Normal
1500,Normal
1501,Normal
1502,Normal
1503,Normal
1504,Normal
1505,Normal
1506,Normal
1507,Normal
1508,Normal
1509,Normal
1510,Normal
1511,Normal
1512,Normal
1513,Normal
1514,Normal
1515,Normal
1516,Normal
1517,Normal
1518,Normal
1519,Normal
1520,Normal
1521,Normal
1522,Normal
1523,Normal
1524,Normal
1525,Normal
1526,Normal
1527,Normal
1528,Normal
1529,Normal
1530,Normal
1531,Normal
1532,Normal
1533,Normal
1534,Normal
1535,Normal
1536,Normal
1537,Normal
1538,Normal
1539,Normal
1540,Normal
1541,Normal
1542,Normal
1543,Normal
1544,Normal
1545,Normal
1546,Normal
1547,Normal
1548,Normal
1549,Normal
1550,Normal
1551,Normal
1552,Normal
1553,Normal
1554,Normal
1555,Normal
1556,Normal
1557,Normal
1558,Normal
1559,Normal
1560,Normal
1561,Normal
1562,Normal
1563,Normal
1564,Normal
1565,Normal
1566,Normal
1567,Normal
1568,Normal
1569,Normal
1570,Normal
1571,Normal
1572,Normal
1573,Normal
1574,Normal
1575,Normal
1576,Normal
1577,Normal
1578,Normal
1579,Normal
1580,Normal
1581,Normal
1582,Normal
1583,Normal
1584,Normal
1585,Normal
1586,Normal
1587,Normal
1588,Normal
1589,Normal
1590,Normal
1591,Normal
1592,Normal
1593,Normal
1594,Normal
1595,Normal
1596,Normal
1597,Normal
1598,Normal
1599,Normal
1600,Normal
1601,Normal
1602,Normal
1603,Normal
1604,Normal
1605,Normal
1606,Normal
1607,Normal
1608,Normal
1609,Normal
1610,Normal
1611,Normal
1612,Normal
1613,Normal
1614,Normal
1615,Normal
1616,Normal
1617,Normal
1618,Normal
1619,Normal
1620,Normal
1621,Normal
1622,Normal
1623,Normal
1624,Normal
1625,Normal
1626,Normal
1627,Normal
1628,Normal
1629,Normal
1630,Normal
1631,Normal
1632,Normal
1633,Normal
1634,Normal
1635,Normal
1636,Normal
1637,Normal
1638,Normal
1639,Normal
1640,Normal
1641,Normal
1642,Normal
1643,Normal
1644,Normal
1645,Normal
1646,Normal
1647,Normal
1648,Normal
1649,Normal
1650,Normal
1651,Normal
1652,Normal
1653,Normal
1654,Normal
1655,Normal
1656,Normal
1657,Normal
1658,Normal
1659,Normal
1660,Normal
1661,Normal
1662,Normal
1663,Normal
1664,Normal
1665,Normal
1666,Normal
1667,Normal
1668,Normal
1669,Normal
1670,Normal
1671,Normal
1672,Normal
1673,Normal
1674,Normal
1675,Normal
1676,Normal
1677,Normal
1678,Normal
1679,Normal
1680,Normal
1681,Normal
1682,Normal
1683,Normal
1684,Normal
1685,Normal
1686,Normal
1687,Normal
1688,Normal
1689,Normal
1690,Normal
1691,Normal
1692,Normal
1693,Normal
1694,Normal
1695,Normal
1696,Normal
1697,Normal
1698,Normal
1699,Normal
1700,Normal
1701,Normal
1702,Normal
1703,Normal
1704,Normal
1705,Normal
1706,Normal
1707,Normal
1708,Normal
1709,Normal
1710,Normal
1711,Normal
1712,Normal
1713,Normal
1714,Normal
1715,Normal
1716,Normal
1717,Normal
1718,Normal
1719,Normal
1720,Normal
1721,Normal
1722,Normal
1723,Normal
1724,Normal
1725,Normal
1726,Normal
1727,Normal
1728,Normal
1729,Normal
1730,Normal
1731,Normal
1732,Normal
1733,Normal
1734,Normal
1735,Normal
1736,Normal
1737,Normal
1738,Normal
1739,Normal
1740,Normal
1741,Normal
1742,Normal
1743,Normal
1744,Normal
1745,Normal
1746,Normal
1747,Normal
1748,Normal
1749,Normal
1750,Normal
1751,Normal
1752,Normal
1753,Normal
1754,Normal
1755,Normal
1756,Normal
1757,Normal
1758,Normal
1759,Normal
1760,Normal
1761,Normal
1762,Normal
1763,Normal
1764,Normal
1765,Normal
1766,Normal
1767,Normal
1768,Normal
1769,Normal
1770,Normal
1771,Normal
1772,Normal
1773,Normal
1774,Normal
1775,Normal
1776,Normal
1777,Normal
1778,Normal
1779,Normal
1780,Normal
1781,Normal
1782,Normal
1783,Normal
1784,Normal
1785,Normal
1786,Normal
1787,Normal
1788,Normal
1789,Normal
1790,Normal
1791,Normal
1792,Normal
1793,Normal
1794,Normal
1795,Normal
1796,Normal
1797,Normal
1798,Normal
1799,Normal
1800,Normal
1801,Normal
1802,Normal
1803,Normal
1804,Normal
1805,Normal
1806,Normal
1807,Normal
1808,Normal
1809,Normal
1810,Normal
1811,Normal
1812,Normal
1813,Normal
1814,Normal
1815,Normal
1816,Normal
1817,Normal
1818,Normal
1819,Normal
1820,Normal
1821,Normal
1822,Normal
1823,Normal
1824,Normal
1825,Normal
1826,Normal
1827,Normal
1828,Normal
1829,Normal
1830,Normal
1831,Normal
1832,Normal
1833,Normal
1834,Normal
1835,Normal
1836,Normal
1837,Normal
1838,Normal
1839,Normal
1840,Normal
1841,Normal
1842,Normal
1843,Normal
1844,Normal
1845,Normal
1846,Normal
1847,Normal
1848,Normal
1849,Normal
1850,Normal
1851,Normal
1852,Normal
1853,Normal
1854,Normal
1855,Normal
1856,Normal
1857,Normal
1858,Normal
1859,Normal
1860,Normal
1861,Normal
1862,Normal
1863,Normal
1864,Normal
1865,Normal
1866,Normal
1867,Normal
1868,Normal
1869,Normal
1870,Normal
1871,Normal
1872,Normal
1873,Normal
1874,Normal
1875,Normal
1876,Normal
1877,Normal
1878,Normal
1879,Normal
1880,Normal
1881,Normal
1882,Normal
1883,Normal
1884,Normal
1885,Normal
1886,Normal
1887,Normal
1888,Normal
1889,Normal
1890,Normal
1891,Normal
1892,Normal
1893,Normal
1894,Normal
1895,Normal
1896,Normal
1897,Normal
1898,Normal
1899,Normal
1900,Normal
1901,Normal
1902,Normal
1903,Normal
1904,Normal
1905,Normal
1906,Normal
1907,Normal
1908,Normal
1909,Normal
1910,Normal
1911,Normal
1912,Normal
1913,Normal
1914,Normal
1915,Normal
1916,Normal
1917,Normal
1918,Normal
1919,Normal
1920,Normal
1921,Normal
1922,Normal
1923,Normal
1924,Normal
1925,Normal
1926,Normal
1927,Normal
1928,Normal
1929,Normal
1930,Normal
1931,Normal
1932,Normal
1933,Normal
1934,Normal
1935,Normal
1936,Normal
1937,Normal
1938,Normal
1939,Normal
1940,Normal
1941,Normal
1942,Normal
1943,Normal
1944,Normal
1945,Normal
1946,Normal
1947,Normal
1948,Normal
1949,Normal
1950,Normal
1951,Normal
1952,Normal
1953,Normal
1954,Normal
1955,Normal
1956,Normal
1957,Normal
1958,Normal
1959,Normal
1960,Normal
1961,Normal
1962,Normal
1963,Normal
1964,Normal
1965,Normal
1966,Normal
1967,Normal
1968,Normal
1969,Normal
1970,Normal
1971,Normal
1972,Normal
1973,Normal
1974,Normal
1975,Normal
1976,Normal
1977,Normal
1978,Normal
1979,Normal
1980,Normal
1981,Normal
1982,Normal
1983,Normal
1984,Normal
1985,Normal
1986,Normal
1987,Normal
1988,Normal
1989,Normal
1990,Normal
1991,Normal
1992,Normal
1993,Normal
1994,Normal
1995,Normal
1996,Normal
1997,Normal
1998,Normal
1999,Normal
2000,Normal
2001,Normal
2002,Normal
2003,Normal
2004,Normal
2005,Normal
2006,Normal
2007,Normal
2008,Normal
2009,Normal
2010,Normal
2011,Normal
2012,Normal
2013,Normal
2014,Normal
2015,Normal
2016,Normal
2017,Normal
2018,Normal
2019,Normal
2020,Normal
2021,Normal
2022,Normal
2023,Normal
2024,Normal
2025,Normal
2026,Normal
2027,Normal
2028,Normal
2029,Normal
2030,Normal
2031,Normal
2032,Normal
2033,Normal
2034,Normal
2035,Normal
2036,Normal
2037,Normal
2038,Normal
2039,Normal
2040,Normal
2041,Normal
2042,Normal
2043,Normal
2044,Normal
2045,Normal
2046,Normal
2047,Normal
2048,Normal
2049,Normal
2050,Normal
2051,Normal
2052,Normal
2053,Normal
2054,Normal
2055,Normal
2056,Normal
2057,Normal
2058,Normal
2059,Normal
2060,Normal
2061,Normal
2062,Normal
2063,Normal
2064,Normal
2065,Normal
2066,Normal
2067,Normal
2068,Normal
2069,Normal
2070,Normal
2071,Normal
2072,Normal
2073,Normal
2074,Normal
2075,Normal
2076,Normal
2077,Normal
2078,Normal
2079,Normal
2080,Normal
2081,Normal
2082,Normal
2083,Normal
2084,Normal
2085,Normal
2086,Normal
2087,Normal
2088,Normal
2089,Normal
2090,Normal
2091,Normal
2092,Normal
2093,Normal
2094,Normal
2095,Normal
2096,Normal
2097,Normal
2098,Normal
2099,Normal
2100,Normal
2101,Normal
2102,Normal
2103,Normal
2104,Normal
2105,Normal
2106,Normal
2107,Normal
2108,Normal
2109,Normal
2110,Normal
2111,Normal
2112,Normal
2113,Normal
2114,Normal
2115,Normal
2116,Normal
2117,Normal
2118,Normal
2119,Normal
2120,Normal
2121,Normal
2122,Normal
2123,Normal
2124,Normal
2125,Normal
2126,Normal
2127,Normal
2128,Normal
2129,Normal
2130,Normal
2131,Normal
2132,Normal
2133,Normal
2134,Normal
2135,Normal
2136,Normal
2137,Normal
2138,Normal
2139,Normal
